Step,State,Action,SINR1,SINR2,SINR3,C1,C2,C3
49,[ 8.5      22.100004 27.300001],[0.1 0.1 0.1],-8.129692,-9.872108,-4.2624354,0.20642613,0.14141788,0.45918268
50,[ 8.5      22.100004 27.300001],[0. 0. 0.],-8.129692,-9.872108,-4.2624354,0.20642613,0.14141788,0.45918268
1,[ 8.4 21.  27. ],[-0.1  0.   0. ],-10.145605,-4.0907583,-9.823566,0.13317278,0.47495395,0.14293112
2,[ 8.5 21.  26.9],[ 0.1 -0.1 -0.1],-8.435525,-8.550908,-5.041324,0.19328786,0.18853723,0.39312294
3,[ 8.5 21.1 26.9],[0.  0.1 0. ],-13.451769,-8.159248,-3.878722,0.063733764,0.20512103,0.4950618
4,[ 8.4 21.1 26.8],[-0.1  0.  -0.1],-17.562773,-5.1927567,-10.466215,0.025067898,0.38128257,0.12409133
5,[ 8.5 21.  26.8],[ 0.1 -0.1  0. ],-9.584324,-6.983662,-4.3137593,0.15061733,0.26336893,0.45455498
6,[ 8.4      21.       26.699999],[-0.1 -0.1 -0.1],-13.642321,-11.067231,-4.322196,0.061054867,0.1086417,0.45379797
7,[ 8.5 21.  26.8],[0.1 0.  0.1],-9.584324,-6.983662,-4.3137593,0.15061733,0.26336893,0.45455498
8,[ 8.5      21.       26.699999],[ 0.   0.  -0.1],-9.8370075,-6.610894,-4.679403,0.14251065,0.2847843,0.42272288
9,[ 8.5      21.       26.699999],[0. 0. 0.],-9.8370075,-6.610894,-4.679403,0.14251065,0.2847843,0.42272288
10,[ 8.4      21.       26.599998],[-0.1 -0.1 -0.1],-12.686022,-12.117413,-10.030591,0.07570551,0.08598586,0.13658269
11,[ 8.4      21.1      26.699999],[0.  0.1 0.1],-16.103142,-8.634699,-4.560628,0.034961298,0.18515596,0.43284667
12,[ 8.299999 21.1      26.8     ],[-0.1  0.   0.1],-11.489378,-7.738295,-8.806546,0.09891525,0.2244522,0.17839861
13,[ 8.4 21.  26.9],[ 0.1 -0.1  0.1],-12.175817,-5.4634476,-3.893818,0.08487033,0.36089274,0.493607
14,[ 8.299999 21.       27.      ],[-0.1  0.   0.1],-14.816355,-9.232938,-2.646963,0.046824425,0.16262013,0.62632734
15,[ 8.299999 21.1      27.      ],[0.  0.1 0. ],-16.377089,-8.59189,-4.4240546,0.032848176,0.18687622,0.44474396
16,[ 8.199999 21.       27.      ],[-0.1 -0.1  0. ],-19.559734,-7.8026543,-1.4528935,0.01587848,0.22139123,0.7787691
17,[ 8.099998 21.       26.9     ],[-0.1  0.  -0.1],-11.361821,-7.665673,-6.577597,0.10176205,0.22795299,0.28677192
18,[ 7.9999986 21.1       26.9      ],[-0.1  0.1  0. ],-7.5689692,-7.380442,-5.1626906,0.2326929,0.2421956,0.38360834
19,[ 7.9999986 21.2       26.9      ],[0.  0.1 0. ],-7.9817905,-8.225635,-7.6699533,0.2130738,0.20221756,0.22774519
20,[ 7.9999986 21.300001  27.       ],[0.  0.1 0.1],-11.150368,-12.890383,-7.120974,0.10665606,0.0723114,0.2558573
21,[ 8.099998 21.300001 27.1     ],[0.1 0.  0.1],-7.886231,-8.358838,-7.828977,0.21747394,0.19650696,0.2201504
22,[ 8.099998 21.300001 27.2     ],[0.  0.  0.1],-9.3955555,-8.335217,-2.2795534,0.15695688,0.19750842,0.6704982
23,[ 8.199999 21.2      27.2     ],[ 0.1 -0.1  0. ],-8.181106,-8.28463,-9.601221,0.2041608,0.1996695,0.15006179
24,[ 8.299999 21.300001 27.1     ],[ 0.1  0.1 -0.1],-9.097686,-9.599246,-1.75807,0.16747664,0.15012658,0.7373434
25,[ 8.4 21.2 27.1],[ 0.1 -0.1  0. ],-15.060081,-9.291551,-7.2531204,0.044307895,0.16055699,0.24881358
26,[ 8.5      21.300001 27.      ],[ 0.1  0.1 -0.1],-12.042941,-6.4015384,-4.7235494,0.087428845,0.29749146,0.41901222
27,[ 8.5      21.300001 27.1     ],[0.1 0.  0.1],-12.72966,-5.3347464,-9.794169,0.074968025,0.37046474,0.14385511
28,[ 8.5      21.400002 27.1     ],[0.1 0.1 0. ],-9.838863,-12.504799,-0.7236014,0.14245269,0.078844815,0.8848129
29,[ 8.5      21.500002 27.1     ],[0.  0.1 0. ],-6.375779,-10.540883,-9.586153,0.2990899,0.12206302,0.15055706
30,[ 8.4      21.500002 27.1     ],[-0.1  0.   0. ],-8.4279,-4.7545214,-10.278357,0.19360566,0.41642568,0.12933804
31,[ 8.4      21.500002 27.1     ],[0. 0. 0.],-8.4279,-4.7545214,-10.278357,0.19360566,0.41642568,0.12933804
32,[ 8.4      21.600002 27.1     ],[0.  0.1 0. ],-15.021442,-9.175114,-0.77900267,0.044697776,0.16467987,0.87640494
33,[ 8.299999 21.600002 27.2     ],[-0.1  0.   0.1],-18.922422,-5.06985,-3.9819167,0.018372374,0.39086837,0.48518807
34,[ 8.4      21.700003 27.300001],[0.1 0.1 0.1],-21.50994,-6.5426316,-1.1262684,0.010154325,0.2888727,0.8250254
35,[ 8.4      21.600002 27.300001],[ 0.  -0.1  0. ],-10.008914,-10.375886,-7.444993,0.13723461,0.12658821,0.23890252
36,[ 8.4      21.700003 27.300001],[0.  0.1 0. ],-21.50994,-6.5426316,-1.1262684,0.010154325,0.2888727,0.8250254
37,[ 8.4      21.600002 27.400002],[ 0.  -0.1  0.1],-9.963497,-7.677094,-5.5735564,0.13861008,0.22739914,0.3528771
38,[ 8.299999 21.500002 27.400002],[-0.1 -0.1  0. ],-10.270888,-4.9405293,-4.083328,0.12955093,0.40118033,0.47564688
39,[ 8.4      21.400002 27.500002],[ 0.1 -0.1  0.1],-9.103423,-4.619957,-9.863648,0.1672679,0.42776397,0.14168058
40,[ 8.5      21.300001 27.500002],[ 0.1 -0.1  0. ],-22.459164,-6.4183125,-2.2268765,0.008166313,0.29645485,0.6770275
41,[ 8.5      21.2      27.500002],[ 0.1 -0.1  0. ],-11.31009,-9.857364,-6.594339,0.102938905,0.14187592,0.2857709
42,[ 8.5      21.300001 27.600002],[0.1 0.1 0.1],-20.54398,-3.3034666,-6.13623,0.012672614,0.55322474,0.31432724
43,[ 8.5      21.2      27.600002],[ 0.  -0.1  0. ],-12.509234,-8.078584,-1.26244,0.07876649,0.20870113,0.8054983
44,[ 8.5      21.300001 27.500002],[ 0.   0.1 -0.1],-22.459164,-6.4183125,-2.2268765,0.008166313,0.29645485,0.6770275
45,[ 8.5      21.300001 27.600002],[0.1 0.  0.1],-20.54398,-3.3034666,-6.13623,0.012672614,0.55322474,0.31432724
46,[ 8.4      21.300001 27.500002],[-0.1  0.  -0.1],-16.664328,-11.049799,-0.11737301,0.030768152,0.109062575,0.9806365
47,[ 8.299999 21.400002 27.400002],[-0.1  0.1 -0.1],-7.933332,-8.878982,-4.4072227,0.21529466,0.17562036,0.4462294
48,[ 8.199999 21.300001 27.500002],[-0.1 -0.1  0.1],-7.8249893,-8.049366,-7.4905353,0.22033802,0.21001223,0.23660389
49,[ 8.199999 21.2      27.500002],[ 0.  -0.1  0. ],-14.065174,-5.89797,-2.3830194,0.055497926,0.33016795,0.65781754
50,[ 8.199999 21.2      27.400002],[ 0.   0.  -0.1],-13.025816,-5.8506975,-2.0592926,0.07014437,0.33339423,0.6981311
1,[ 8.5 21.  27.1],[0.  0.  0.1],-7.497845,-9.364661,-5.657211,0.23623687,0.15801822,0.34689268
2,[ 8.4 21.  27.2],[-0.1  0.   0.1],-8.60206,-10.528572,-4.600051,0.18646626,0.122395314,0.42946357
3,[ 8.299999 21.1      27.1     ],[-0.1  0.1 -0.1],-19.02802,-6.4836226,-4.313261,0.017933697,0.29244956,0.45459962
4,[ 8.4 21.1 27. ],[ 0.1  0.  -0.1],-18.60569,-7.112894,-1.7061914,0.019752748,0.2562938,0.74426436
5,[ 8.4 21.2 27. ],[0.  0.1 0. ],-12.911734,-8.832719,-7.7490444,0.07196557,0.17739004,0.2239382
6,[ 8.299999 21.2      27.      ],[-0.1  0.   0. ],-9.455723,-7.0479198,-7.3368692,0.15490925,0.259829,0.24444208
7,[ 8.4 21.1 27.1],[ 0.1 -0.1  0.1],-16.659037,-8.617252,-1.7904803,0.030805357,0.18585527,0.73304474
8,[ 8.4 21.2 27.2],[0.  0.1 0.1],-19.323801,-11.542172,-0.84127325,0.016759839,0.0977597,0.8670239
9,[ 8.299999 21.1      27.300001],[-0.1 -0.1  0.1],-19.414198,-6.9219303,-3.147597,0.016416576,0.26681098,0.5699191
10,[ 8.4      21.1      27.300001],[0.1 0.  0. ],-11.844964,-9.708233,-6.2942805,0.091380015,0.14658871,0.3041977
11,[ 8.299999 21.       27.2     ],[-0.1 -0.1 -0.1],-10.965355,-5.186454,-12.378293,0.11112357,0.38176906,0.081111014
12,[ 8.4 21.  27.1],[ 0.1  0.  -0.1],-9.235841,-6.2242165,-7.3155413,0.16251734,0.3086515,0.24554864
13,[ 8.299999 21.       27.2     ],[-0.1  0.   0.1],-10.965355,-5.186454,-12.378293,0.11112357,0.38176906,0.081111014
14,[ 8.199999 21.1      27.2     ],[-0.1  0.1  0. ],-15.821131,-17.444416,-0.25759375,0.037276816,0.025754297,0.95784897
15,[ 8.199999 21.2      27.1     ],[ 0.   0.1 -0.1],-8.493738,-12.603999,-3.3864417,0.19087723,0.077111036,0.5445026
16,[ 8.199999 21.1      27.2     ],[ 0.  -0.1  0.1],-15.821131,-17.444416,-0.25759375,0.037276816,0.025754297,0.95784897
17,[ 8.299999 21.2      27.300001],[0.1 0.1 0.1],-14.044209,-11.452302,-3.4606647,0.055761363,0.09973465,0.5367967
18,[ 8.4 21.1 27.2],[ 0.1 -0.1 -0.1],-13.5604315,-7.048036,-7.0247574,0.062192257,0.2598227,0.26109993
19,[ 8.5 21.2 27.2],[0.1 0.1 0. ],-18.154087,-5.762937,-3.459731,0.021901047,0.33945793,0.536893
20,[ 8.4      21.300001 27.2     ],[-0.1  0.1  0. ],-10.621074,-5.7987514,-6.666867,0.11992012,0.33697164,0.28147107
21,[ 8.299999 21.2      27.2     ],[-0.1 -0.1  0. ],-12.533862,-7.725575,-4.5745435,0.07833293,0.22506179,0.43164995
22,[ 8.299999 21.1      27.2     ],[ 0.  -0.1  0. ],-20.62773,-6.902091,-2.646323,0.012431708,0.26792595,0.6264022
23,[ 8.199999 21.2      27.1     ],[-0.1  0.1 -0.1],-8.493738,-12.603999,-3.3864417,0.19087723,0.077111036,0.5445026
24,[ 8.299999 21.300001 27.1     ],[0.1 0.1 0. ],-9.097686,-9.599246,-1.75807,0.16747664,0.15012658,0.7373434
25,[ 8.199999 21.400002 27.2     ],[-0.1  0.1  0.1],-9.608335,-5.171983,-5.87678,0.14982851,0.38288823,0.33161077
26,[ 8.099998 21.500002 27.1     ],[-0.1  0.1 -0.1],-18.211128,-10.293552,-3.595532,0.021617455,0.12890589,0.52302504
27,[ 8.199999 21.600002 27.1     ],[0.1 0.1 0. ],-14.159725,-8.8951645,-10.156959,0.054324932,0.1750052,0.13284062
28,[ 8.299999 21.600002 27.      ],[ 0.1  0.  -0.1],-17.755302,-13.642547,-5.3878727,0.023989825,0.061051734,0.36648685
29,[ 8.299999 21.500002 26.9     ],[ 0.  -0.1 -0.1],-14.086627,-8.355514,-3.6111813,0.055229634,0.1966476,0.5214462
30,[ 8.299999 21.500002 26.9     ],[0. 0. 0.],-14.086627,-8.355514,-3.6111813,0.055229634,0.1966476,0.5214462
31,[ 8.199999 21.400002 26.9     ],[-0.1 -0.1  0. ],-12.339573,-14.076294,-0.92562133,0.08181709,0.055358738,0.8544341
32,[ 8.099998 21.300001 26.8     ],[-0.1 -0.1 -0.1],-10.8346405,-8.998645,-3.737943,0.11438781,0.17111953,0.50880265
33,[ 7.9999986 21.400002  26.699999 ],[-0.1  0.1 -0.1],-11.929554,-7.853899,-4.2495184,0.08967111,0.21898177,0.46035364
34,[ 7.8999987 21.300001  26.599998 ],[-0.1 -0.1 -0.1],-11.0907955,-9.332455,-8.855844,0.108075336,0.15913191,0.1765034
35,[ 7.8999987 21.400002  26.499998 ],[ 0.   0.1 -0.1],-6.863642,-7.8350134,-6.895745,0.27009866,0.21986687,0.2682834
36,[ 7.8999987 21.400002  26.499998 ],[0. 0. 0.],-6.863642,-7.8350134,-6.895745,0.27009866,0.21986687,0.2682834
37,[ 7.9999986 21.500002  26.499998 ],[0.1 0.1 0. ],-6.6522694,-4.434622,-11.265172,0.2823317,0.44381365,0.10397144
38,[ 7.8999987 21.600002  26.499998 ],[-0.1  0.1  0. ],-9.78015,-8.523793,-4.347839,0.14429773,0.1896436,0.45150408
39,[ 7.8999987 21.700003  26.399998 ],[ 0.   0.1 -0.1],-15.530154,-7.544012,-4.780042,0.039824534,0.23393092,0.41430482
40,[ 7.8999987 21.700003  26.399998 ],[0. 0. 0.],-15.530154,-7.544012,-4.780042,0.039824534,0.23393092,0.41430482
41,[ 7.9999986 21.700003  26.399998 ],[0.1 0.  0. ],-11.488249,-6.709319,-6.564757,0.09894015,0.2789814,0.28754175
42,[ 7.8999987 21.700003  26.399998 ],[-0.1  0.   0. ],-15.530154,-7.544012,-4.780042,0.039824534,0.23393092,0.41430482
43,[ 7.7999988 21.800003  26.499998 ],[-0.1  0.1  0.1],-8.897096,-10.365436,-4.1032224,0.17493193,0.12688011,0.4737937
44,[ 7.7999988 21.800003  26.599998 ],[0.  0.  0.1],-10.09931,-8.737128,-4.474508,0.13453536,0.18109992,0.44031665
45,[ 7.8999987 21.900003  26.599998 ],[0.1 0.1 0. ],-8.380457,-9.609883,-5.571344,0.19559449,0.14977781,0.35303667
46,[ 7.9999986 21.800003  26.699999 ],[ 0.1 -0.1  0.1],-12.784214,-5.9426208,-11.00889,0.07405585,0.32714623,0.11005631
47,[ 7.9999986 21.900003  26.599998 ],[ 0.   0.1 -0.1],-12.384364,-8.831585,-3.9857879,0.08100078,0.17743354,0.48482093
48,[ 7.8999987 21.800003  26.699999 ],[-0.1 -0.1  0.1],-13.518498,-11.493453,-10.027665,0.06278285,0.09882565,0.13667046
49,[ 7.7999988 21.900003  26.699999 ],[-0.1  0.1  0. ],-9.17532,-5.7144084,-5.240378,0.16467251,0.34285286,0.37762398
50,[ 7.8999987 21.900003  26.699999 ],[0.1 0.  0. ],-10.7964735,-13.3179655,-1.3828254,0.1153582,0.06568319,0.7885241
1,[ 8.5 21.1 27. ],[0.1 0.1 0. ],-12.493926,-7.6505947,-3.5084276,0.079037115,0.22868602,0.53188556
2,[ 8.5 21.2 27.1],[0.  0.1 0.1],-19.554947,-5.28697,-4.111621,0.01589583,0.37407422,0.4730133
3,[ 8.5      21.300001 27.      ],[ 0.   0.1 -0.1],-12.042941,-6.4015384,-4.7235494,0.087428845,0.29749146,0.41901222
4,[ 8.5      21.300001 27.1     ],[0.  0.  0.1],-12.72966,-5.3347464,-9.794169,0.074968025,0.37046474,0.14385511
5,[ 8.4      21.400002 27.2     ],[-0.1  0.1  0.1],-7.904348,-11.935721,-3.5157697,0.2166334,0.08954763,0.53113395
6,[ 8.4      21.400002 27.2     ],[0. 0. 0.],-7.904348,-11.935721,-3.5157697,0.2166334,0.08954763,0.53113395
7,[ 8.299999 21.500002 27.1     ],[-0.1  0.1 -0.1],-11.401226,-15.145818,-2.3461652,0.1008742,0.043454558,0.6623126
8,[ 8.299999 21.600002 27.2     ],[0.  0.1 0.1],-18.922422,-5.06985,-3.9819167,0.018372374,0.39086837,0.48518807
9,[ 8.4      21.500002 27.300001],[ 0.1 -0.1  0.1],-8.419381,-8.957835,-3.6241689,0.19396143,0.17264207,0.5201388
10,[ 8.4      21.500002 27.300001],[0. 0. 0.],-8.419381,-8.957835,-3.6241689,0.19396143,0.17264207,0.5201388
11,[ 8.299999 21.400002 27.2     ],[-0.1 -0.1 -0.1],-8.283033,-10.940339,-2.7627826,0.19973809,0.11174125,0.61289424
12,[ 8.4      21.400002 27.1     ],[ 0.1  0.  -0.1],-7.6352806,-11.646716,-3.7512562,0.22943304,0.095509864,0.5074898
13,[ 8.5      21.300001 27.2     ],[ 0.1 -0.1  0.1],-15.102473,-9.8474,-3.8969796,0.043883875,0.14218622,0.4933027
14,[ 8.5      21.400002 27.300001],[0.1 0.1 0.1],-9.614698,-6.0361075,-9.165735,0.14962015,0.32089928,0.1650163
15,[ 8.5      21.500002 27.300001],[0.1 0.1 0. ],-9.326084,-11.135509,-0.7265221,0.15935308,0.10700838,0.88436824
16,[ 8.4      21.400002 27.400002],[-0.1 -0.1  0.1],-8.865671,-6.9964685,-5.3262296,0.17612779,0.26265994,0.37110594
17,[ 8.5      21.400002 27.500002],[0.1 0.  0.1],-13.466559,-6.1473713,-3.454829,0.06352181,0.31360343,0.53739923
18,[ 8.4      21.300001 27.600002],[-0.1 -0.1  0.1],-17.240063,-10.962269,-3.7281587,0.026983654,0.11119952,0.50976944
19,[ 8.4      21.300001 27.700003],[0.  0.  0.1],-19.370638,-8.274581,-5.9198933,0.016580993,0.20010132,0.32868123
20,[ 8.4      21.400002 27.700003],[0.  0.1 0. ],-12.894389,-8.33574,-0.66190803,0.07224646,0.19748624,0.8942443
21,[ 8.299999 21.500002 27.700003],[-0.1  0.1  0. ],-6.815345,-11.929826,-7.173503,0.27285057,0.089665614,0.25303578
22,[ 8.199999 21.500002 27.800003],[-0.1  0.   0.1],-8.648538,-6.9970155,-5.372089,0.18460312,0.2626297,0.3676647
23,[ 8.199999 21.500002 27.700003],[ 0.   0.  -0.1],-10.213977,-8.079542,-2.2399604,0.13118438,0.20865828,0.67540103
24,[ 8.199999 21.600002 27.600002],[ 0.   0.1 -0.1],-16.727026,-7.1096015,-4.5532794,0.030331882,0.2564719,0.43347988
25,[ 8.199999 21.700003 27.600002],[0.  0.1 0. ],-17.814623,-8.5916,-1.6501149,0.023667056,0.186888,0.7518009
26,[ 8.199999 21.600002 27.600002],[ 0.  -0.1  0. ],-16.727026,-7.1096015,-4.5532794,0.030331882,0.2564719,0.43347988
27,[ 8.199999 21.500002 27.700003],[ 0.  -0.1  0.1],-10.213977,-8.079542,-2.2399604,0.13118438,0.20865828,0.67540103
28,[ 8.299999 21.400002 27.700003],[ 0.1 -0.1  0. ],-8.997184,-8.430615,-3.8385239,0.17117374,0.19349243,0.4989534
29,[ 8.4      21.400002 27.800003],[0.1 0.  0.1],-12.388527,-9.533799,-3.445139,0.08092534,0.1522898,0.538401
30,[ 8.4      21.400002 27.700003],[ 0.   0.  -0.1],-12.894389,-8.33574,-0.66190803,0.07224646,0.19748624,0.8942443
31,[ 8.299999 21.400002 27.600002],[-0.1  0.  -0.1],-8.622383,-6.930388,-4.819131,0.18564947,0.26633704,0.4110744
32,[ 8.199999 21.500002 27.700003],[-0.1  0.1  0.1],-10.213977,-8.079542,-2.2399604,0.13118438,0.20865828,0.67540103
33,[ 8.099998 21.500002 27.600002],[-0.1  0.  -0.1],-14.106262,-12.899312,-1.3040522,0.054985136,0.072166465,0.7996004
34,[ 8.099998 21.400002 27.500002],[ 0.  -0.1 -0.1],-11.123734,-6.5052133,-1.968901,0.10728828,0.29113612,0.7097245
35,[ 8.199999 21.500002 27.500002],[0.1 0.1 0. ],-10.803686,-9.999075,-3.4444282,0.11517418,0.13753138,0.53847456
36,[ 8.199999 21.400002 27.500002],[ 0.  -0.1  0. ],-8.818,-9.445461,-2.4404755,0.17795658,0.15525676,0.65085816
37,[ 8.099998 21.500002 27.600002],[-0.1  0.1  0.1],-14.106262,-12.899312,-1.3040522,0.054985136,0.072166465,0.7996004
38,[ 8.099998 21.500002 27.700003],[0.  0.  0.1],-13.128963,-18.28213,0.17851843,0.06853639,0.021269415,1.029956
39,[ 8.199999 21.500002 27.600002],[ 0.1  0.  -0.1],-10.364246,-9.232986,-2.7879944,0.12691332,0.1626183,0.610001
40,[ 8.199999 21.400002 27.600002],[ 0.  -0.1  0. ],-7.172422,-11.339061,-5.795702,0.25309366,0.10227818,0.33718264
41,[ 8.199999 21.500002 27.700003],[0.  0.1 0.1],-10.213977,-8.079542,-2.2399604,0.13118438,0.20865828,0.67540103
42,[ 8.199999 21.600002 27.700003],[0.  0.1 0. ],-14.62295,-11.585726,-2.5812078,0.04892101,0.09681615,0.6340579
43,[ 8.199999 21.700003 27.600002],[ 0.   0.1 -0.1],-17.814623,-8.5916,-1.6501149,0.023667056,0.186888,0.7518009
44,[ 8.199999 21.800003 27.700003],[0.  0.1 0.1],-12.133631,-12.421594,-0.16126268,0.08567457,0.0803283,0.97346354
45,[ 8.199999 21.900003 27.700003],[0.  0.1 0. ],-7.909487,-5.521089,-7.7985234,0.21639536,0.35667682,0.22158653
46,[ 8.199999 22.000004 27.600002],[ 0.   0.1 -0.1],-9.558103,-8.998499,-2.7921205,0.15148315,0.17112486,0.6095284
47,[ 8.299999 22.000004 27.700003],[0.1 0.  0.1],-7.8524036,-8.200442,-4.825706,0.21905166,0.20331484,0.41053313
48,[ 8.299999 22.100004 27.800003],[0.  0.1 0.1],-10.077286,-10.39161,-0.6691833,0.13518837,0.1261502,0.89312834
49,[ 8.199999 22.100004 27.900003],[-0.1  0.   0.1],-10.711615,-7.7180905,-2.8450353,0.117544025,0.22542106,0.6034955
50,[ 8.099998 22.200005 28.000004],[-0.1  0.1  0.1],-19.320051,-8.593959,-5.559031,0.01677429,0.18679284,0.35392538
1,[ 8.5 21.  26.9],[ 0.1 -0.1 -0.1],-8.435525,-8.550908,-5.041324,0.19328786,0.18853723,0.39312294
2,[ 8.4 21.  26.8],[-0.1  0.  -0.1],-14.288114,-7.9224496,-1.7787162,0.052771177,0.21579632,0.73460275
3,[ 8.4 21.1 26.9],[0.  0.1 0.1],-17.926634,-4.951502,-6.7126203,0.023069374,0.40029627,0.2787886
4,[ 8.5 21.2 26.8],[ 0.1  0.1 -0.1],-15.633872,-9.861012,-5.480602,0.038897395,0.14176244,0.35963348
5,[ 8.5      21.2      26.699999],[ 0.   0.  -0.1],-14.546212,-11.330856,-1.3964049,0.04977827,0.10246498,0.7866264
6,[ 8.5 21.1 26.8],[ 0.  -0.1  0.1],-15.711936,-8.2792845,-4.226801,0.03821354,0.19989905,0.46241924
7,[ 8.5 21.1 26.9],[0.  0.  0.1],-13.451769,-8.159248,-3.878722,0.063733764,0.20512103,0.4950618
8,[ 8.5 21.2 26.9],[0.  0.1 0. ],-16.414059,-6.2935023,-9.543874,0.03257295,0.30424684,0.15195502
9,[ 8.4      21.300001 27.      ],[-0.1  0.1  0.1],-8.69165,-12.355342,-3.581197,0.18289047,0.08152878,0.52447474
10,[ 8.4      21.300001 27.      ],[0. 0. 0.],-8.69165,-12.355342,-3.581197,0.18289047,0.08152878,0.52447474
11,[ 8.5      21.300001 27.      ],[0.1 0.  0. ],-12.042941,-6.4015384,-4.7235494,0.087428845,0.29749146,0.41901222
12,[ 8.5      21.300001 27.      ],[0. 0. 0.],-12.042941,-6.4015384,-4.7235494,0.087428845,0.29749146,0.41901222
13,[ 8.4      21.400002 27.      ],[-0.1  0.1  0. ],-7.164178,-9.572183,-5.6665316,0.25353462,0.15101762,0.34623155
14,[ 8.5      21.300001 26.9     ],[ 0.1 -0.1 -0.1],-11.674272,-8.72099,-1.4815645,0.09492511,0.1817334,0.77480376
15,[ 8.5      21.300001 27.      ],[0.1 0.  0.1],-12.042941,-6.4015384,-4.7235494,0.087428845,0.29749146,0.41901222
16,[ 8.4 21.2 27.1],[-0.1 -0.1  0.1],-15.060081,-9.291551,-7.2531204,0.044307895,0.16055699,0.24881358
17,[ 8.4 21.2 27.2],[0.  0.  0.1],-19.323801,-11.542172,-0.84127325,0.016759839,0.0977597,0.8670239
18,[ 8.4      21.1      27.300001],[ 0.  -0.1  0.1],-11.844964,-9.708233,-6.2942805,0.091380015,0.14658871,0.3041977
19,[ 8.4 21.1 27.2],[ 0.   0.  -0.1],-13.5604315,-7.048036,-7.0247574,0.062192257,0.2598227,0.26109993
20,[ 8.4 21.  27.1],[ 0.  -0.1 -0.1],-9.235841,-6.2242165,-7.3155413,0.16251734,0.3086515,0.24554864
21,[ 8.299999 21.       27.1     ],[-0.1  0.   0. ],-13.174019,-6.9722958,-4.57643,0.06784545,0.26399955,0.43148792
22,[ 8.299999 21.       27.2     ],[ 0.  -0.1  0.1],-10.965355,-5.186454,-12.378293,0.11112357,0.38176906,0.081111014
23,[ 8.299999 21.       27.300001],[ 0.  -0.1  0.1],-10.730206,-8.758514,-4.1807675,0.117061876,0.18026368,0.4666289
24,[ 8.299999 21.1      27.300001],[0.  0.1 0. ],-19.414198,-6.9219303,-3.147597,0.016416576,0.26681098,0.5699191
25,[ 8.299999 21.2      27.300001],[0.  0.1 0. ],-14.044209,-11.452302,-3.4606647,0.055761363,0.09973465,0.5367967
26,[ 8.199999 21.2      27.400002],[-0.1  0.   0.1],-13.025816,-5.8506975,-2.0592926,0.07014437,0.33339423,0.6981311
27,[ 8.299999 21.2      27.300001],[ 0.1  0.  -0.1],-14.044209,-11.452302,-3.4606647,0.055761363,0.09973465,0.5367967
28,[ 8.299999 21.1      27.400002],[ 0.  -0.1  0.1],-15.826587,-6.7873983,-9.538096,0.03723056,0.27445465,0.15214695
29,[ 8.199999 21.1      27.400002],[-0.1  0.   0. ],-19.610373,-5.3794746,-7.2130103,0.01569544,0.36711317,0.2509326
30,[ 8.099998 21.1      27.300001],[-0.1  0.  -0.1],-11.914442,-8.217814,-4.066024,0.08997411,0.2025576,0.47726354
31,[ 8.099998 21.       27.300001],[ 0.  -0.1  0. ],-19.913177,-8.142012,-4.3176193,0.0146437045,0.20588122,0.45420855
32,[ 7.9999986 21.        27.400002 ],[-0.1  0.   0.1],-15.464545,-8.155561,-6.8127584,0.04042234,0.20528346,0.27299863
33,[ 8.099998 21.       27.400002],[0.1 0.  0. ],-19.258484,-5.114374,-12.107218,0.01701226,0.38737184,0.08618207
34,[ 8.199999 21.1      27.300001],[ 0.1  0.1 -0.1],-17.795368,-11.203131,-1.839993,0.023771439,0.10541397,0.72651494
35,[ 8.099998 21.1      27.2     ],[-0.1  0.  -0.1],-10.234712,-8.377064,-5.4551277,0.13058689,0.1957373,0.3615049
36,[ 7.9999986 21.1       27.2      ],[-0.1  0.   0. ],-6.7282553,-9.766937,-13.262554,0.27787733,0.14471611,0.06650739
37,[ 7.8999987 21.        27.2      ],[-0.1 -0.1  0. ],-9.010309,-6.4126353,-6.7883153,0.17068657,0.29680532,0.27440175
38,[ 7.9999986 21.1       27.2      ],[0.1 0.1 0. ],-6.7282553,-9.766937,-13.262554,0.27787733,0.14471611,0.06650739
39,[ 7.9999986 21.1       27.1      ],[ 0.   0.  -0.1],-7.478843,-10.693797,-5.051282,0.23719215,0.11800811,0.39233473
40,[ 8.099998 21.       27.      ],[ 0.1 -0.1 -0.1],-13.057135,-9.878991,-5.1157007,0.069652334,0.14120457,0.3872681
41,[ 8.199999 21.1      26.9     ],[ 0.1  0.1 -0.1],-10.704052,-5.3199124,-5.496566,0.11774074,0.37158206,0.35846516
42,[ 8.099998 21.       26.8     ],[-0.1 -0.1 -0.1],-9.284869,-5.300705,-10.447501,0.16079085,0.37303346,0.12460474
43,[ 8.199999 21.       26.699999],[ 0.1  0.  -0.1],-12.767068,-7.7466273,-6.08198,0.074341245,0.22405365,0.3178731
44,[ 8.199999 21.       26.699999],[0. 0. 0.],-12.767068,-7.7466273,-6.08198,0.074341245,0.22405365,0.3178731
45,[ 8.099998 21.1      26.8     ],[-0.1  0.1  0.1],-8.408091,-10.560502,-2.0796397,0.19443373,0.12153541,0.6955418
46,[ 8.199999 21.2      26.9     ],[0.1 0.1 0.1],-7.8952913,-6.5442286,-5.5036507,0.2170532,0.2887764,0.35794765
47,[ 8.099998 21.300001 26.9     ],[-0.1  0.1  0. ],-10.102333,-8.364657,-4.0599847,0.13444605,0.19626082,0.4778289
