Step,State,Action,SINR1,SINR2,SINR3,C1,C2,C3
45,[ 8.5      25.500017 25.      ],[ 0.1  0.1 -0.1],-13.069358,-6.8731008,-6.6149054,0.06946108,0.2695626,0.2845457
46,[ 8.5      25.600018 25.      ],[ 0.   0.1 -0.1],-5.772465,-11.325459,-2.888005,0.33879486,0.102588005,0.59863186
47,[ 8.4      25.700018 25.      ],[-0.1  0.1 -0.1],-9.552054,-8.893458,-2.5813768,0.1516835,0.17506994,0.634038
48,[ 8.5      25.800018 25.      ],[ 0.1  0.1 -0.1],-4.604215,-9.232775,-12.370468,0.42910764,0.16262582,0.08125327
49,[ 8.5      25.900019 25.      ],[ 0.1  0.1 -0.1],-18.629604,-2.1693833,-5.766662,0.019645019,0.6842106,0.33919853
50,[ 8.5     26.00002 25.     ],[ 0.1  0.1 -0.1],-9.193266,-9.061357,-8.589299,0.16403072,0.16880432,0.18698093
1,[ 8.4 21.1 27. ],[-0.1  0.1  0. ],-18.60569,-7.112894,-1.7061914,0.019752748,0.2562938,0.74426436
2,[ 8.5 21.2 27.1],[0.1 0.1 0.1],-19.554947,-5.28697,-4.111621,0.01589583,0.37407422,0.4730133
3,[ 8.5      21.300001 27.      ],[ 0.1  0.1 -0.1],-12.042941,-6.4015384,-4.7235494,0.087428845,0.29749146,0.41901222
4,[ 8.5      21.400002 26.9     ],[ 0.1  0.1 -0.1],-7.1121173,-5.5079083,-11.170491,0.25633585,0.3576371,0.1061808
5,[ 8.5      21.500002 26.8     ],[ 0.1  0.1 -0.1],-9.230273,-5.456701,-4.8446975,0.16271447,0.36138913,0.4089734
6,[ 8.4      21.600002 26.699999],[-0.1  0.1 -0.1],-18.301413,-9.381027,-3.766862,0.021175867,0.15745519,0.5059543
7,[ 8.5      21.700003 26.599998],[ 0.1  0.1 -0.1],-13.626284,-4.056304,-7.859758,0.061275925,0.47817376,0.21870779
8,[ 8.5      21.800003 26.599998],[0.1 0.1 0. ],-9.588582,-4.987414,-6.1279345,0.15047711,0.3974148,0.31486714
9,[ 8.5      21.900003 26.699999],[0.  0.1 0.1],-7.0561967,-10.116531,-4.384224,0.2593762,0.13402703,0.44826594
10,[ 8.5      22.000004 26.699999],[0.1 0.1 0. ],-7.322695,-11.895037,-5.5338283,0.24517709,0.090364605,0.35575098
11,[ 8.5      22.100004 26.599998],[ 0.1  0.1 -0.1],-14.678235,-11.67202,-1.0501196,0.048312414,0.09497279,0.836097
12,[ 8.5      22.200005 26.699999],[0.1 0.1 0.1],-18.737103,-6.3339915,-5.6005106,0.019168036,0.30169907,0.35093892
13,[ 8.4      22.300005 26.8     ],[-0.1  0.1  0.1],-8.47051,-7.2808,-7.7992177,0.19183578,0.24736099,0.22155364
14,[ 8.4      22.400005 26.699999],[ 0.   0.1 -0.1],-6.6492853,-9.785189,-6.3459473,0.28250787,0.14413853,0.30095047
15,[ 8.5      22.500006 26.599998],[ 0.1  0.1 -0.1],-8.542707,-9.813126,-2.3898888,0.18887118,0.14325863,0.65698254
16,[ 8.5      22.600006 26.699999],[0.  0.1 0.1],-12.274994,-8.945369,-2.9285934,0.083008215,0.17310981,0.5940668
17,[ 8.4      22.700006 26.699999],[-0.1  0.1  0. ],-15.169188,-3.157385,-9.471138,0.043224912,0.56885886,0.15438874
18,[ 8.5      22.800007 26.699999],[0.1 0.1 0. ],-14.072112,-4.3320403,-3.9258716,0.055411037,0.4529161,0.4905297
19,[ 8.5      22.900007 26.599998],[ 0.1  0.1 -0.1],-7.371422,-6.8087015,-7.1063833,0.24265923,0.27323103,0.2566461
20,[ 8.5      23.000008 26.599998],[0.1 0.1 0. ],-8.97177,-7.623271,-2.0083382,0.17212074,0.23002015,0.70464814
21,[ 8.5      23.100008 26.499998],[ 0.1  0.1 -0.1],-13.1291,-3.7729955,-4.853291,0.068534255,0.5053519,0.40826923
22,[ 8.5      23.200008 26.599998],[0.1 0.1 0.1],-18.973806,-8.613589,-4.578827,0.018157553,0.18600237,0.43128204
23,[ 8.5      23.300009 26.699999],[0.1 0.1 0.1],-15.754861,-12.178008,0.3639136,0.037842505,0.08482882,1.0617106
24,[ 8.4      23.40001  26.699999],[-0.1  0.1  0. ],-6.33767,-9.710899,-10.987735,0.3014687,0.1465031,0.110573635
25,[ 8.5      23.50001  26.599998],[ 0.1  0.1 -0.1],-9.003215,-8.35713,-1.3992646,0.1709498,0.19657916,0.7862271
26,[ 8.5      23.60001  26.699999],[0.1 0.1 0.1],-10.251747,-8.846415,-2.0583255,0.13009807,0.17686434,0.6982542
27,[ 8.4      23.70001  26.599998],[-0.1  0.1 -0.1],-16.711761,-22.107655,-1.2957479,0.030437468,0.008852763,0.8007747
28,[ 8.299999 23.80001  26.699999],[-0.1  0.1  0.1],-9.12365,-10.559472,-3.18544,0.1665338,0.12156308,0.5658286
29,[ 8.299999 23.900011 26.599998],[ 0.   0.1 -0.1],-9.926047,-6.7598834,-1.4681587,0.13975415,0.27604216,0.7766559
30,[ 8.199999 24.000011 26.499998],[-0.1  0.1 -0.1],-23.368834,-3.3158064,-2.0047994,0.006626556,0.55192035,0.70510244
31,[ 8.099998 24.100012 26.599998],[-0.1  0.1  0.1],-18.887783,-8.923853,-1.2525297,0.018518569,0.17391971,0.80690765
32,[ 8.199999 24.200012 26.499998],[ 0.1  0.1 -0.1],-4.4061966,-6.8786697,-8.026919,0.44632018,0.26924753,0.21102457
33,[ 8.099998 24.300013 26.399998],[-0.1  0.1 -0.1],-5.4976277,-8.115936,-8.109189,0.35838762,0.20703621,0.20733596
34,[ 7.9999986 24.400013  26.299997 ],[-0.1  0.1 -0.1],-15.8786745,-10.673076,-0.5765018,0.036792383,0.118549846,0.90742046
35,[ 8.099998 24.500013 26.199997],[ 0.1  0.1 -0.1],-16.101606,-2.681107,-20.675419,0.03497355,0.622343,0.012296489
36,[ 8.199999 24.600014 26.099997],[ 0.1  0.1 -0.1],-7.4731917,-9.554274,-1.1952405,0.23747681,0.15160996,0.8150912
37,[ 8.299999 24.700014 26.099997],[0.1 0.1 0. ],-11.413595,-2.8730972,-5.2680206,0.10059706,0.60031563,0.37551436
38,[ 8.4      24.800014 25.999996],[ 0.1  0.1 -0.1],-13.099683,-5.569122,-2.8256505,0.068989135,0.3531969,0.6057
39,[ 8.5      24.900015 25.999996],[0.1 0.1 0. ],-5.674585,-6.631867,-2.8705704,0.3456612,0.28353858,0.6006015
40,[ 8.5      25.000015 25.899996],[ 0.   0.1 -0.1],-7.910896,-4.6301947,-4.971176,0.21633025,0.42689216,0.39871538
41,[ 8.4      25.100016 25.799995],[-0.1  0.1 -0.1],-7.664263,-5.1903143,-11.443846,0.22802143,0.381471,0.099922426
42,[ 8.4      25.200016 25.799995],[0.  0.1 0. ],-13.6761,-9.252253,-3.62184,0.060591713,0.16193746,0.52037317
43,[ 8.5      25.300016 25.699995],[ 0.1  0.1 -0.1],-4.398593,-12.083255,-2.8940432,0.44699264,0.086644866,0.59795094
44,[ 8.4      25.400017 25.599995],[-0.1  0.1 -0.1],-7.157722,-6.8972154,-3.3182206,0.2538805,0.26820046,0.55166554
45,[ 8.4      25.500017 25.699995],[0.  0.1 0.1],-6.7404084,-4.775313,-7.9766793,0.2771709,0.4146971,0.21330702
46,[ 8.4      25.600018 25.699995],[0.  0.1 0. ],-12.741952,-3.347272,-5.796647,0.07476147,0.5486058,0.33711728
47,[ 8.4      25.700018 25.599995],[ 0.   0.1 -0.1],-12.234243,-9.340456,-9.095194,0.08376854,0.1588545,0.16756745
48,[ 8.299999 25.800018 25.599995],[-0.1  0.1  0. ],-9.905889,-7.0629277,-4.041498,0.14037375,0.25900847,0.47956297
49,[ 8.299999 25.900019 25.499994],[ 0.   0.1 -0.1],-20.105936,-0.21873066,-11.466961,0.014011103,0.964127,0.09940994
50,[ 8.4      26.00002  25.399994],[ 0.1  0.1 -0.1],-11.814855,-7.8790765,-2.499084,0.091995895,0.21780671,0.6438192
1,[ 8.5 21.1 26.9],[ 0.1  0.1 -0.1],-13.451769,-8.159248,-3.878722,0.063733764,0.20512103,0.4950618
2,[ 8.5 21.2 26.9],[0.  0.1 0. ],-16.414059,-6.2935023,-9.543874,0.03257295,0.30424684,0.15195502
3,[ 8.5      21.300001 26.9     ],[0.1 0.1 0. ],-11.674272,-8.72099,-1.4815645,0.09492511,0.1817334,0.77480376
4,[ 8.5      21.400002 26.9     ],[0.1 0.1 0. ],-7.1121173,-5.5079083,-11.170491,0.25633585,0.3576371,0.1061808
5,[ 8.5      21.500002 26.8     ],[ 0.1  0.1 -0.1],-9.230273,-5.456701,-4.8446975,0.16271447,0.36138913,0.4089734
6,[ 8.5      21.600002 26.699999],[ 0.1  0.1 -0.1],-14.449766,-5.26654,-8.655133,0.050876603,0.3756272,0.1843401
7,[ 8.5      21.700003 26.699999],[0.1 0.1 0. ],-17.434004,-6.707522,-2.3716695,0.02581562,0.2790864,0.65919936
8,[ 8.5      21.800003 26.699999],[0.1 0.1 0. ],-9.570512,-6.0992537,-7.6224575,0.15107277,0.31674016,0.23006003
9,[ 8.5      21.900003 26.599998],[ 0.   0.1 -0.1],-7.702694,-8.826724,-3.5309603,0.22616199,0.17762057,0.5295816
10,[ 8.5      22.000004 26.599998],[0.  0.1 0. ],-6.7371383,-10.370483,-11.370517,0.27736077,0.12673897,0.10156538
11,[ 8.4      22.100004 26.499998],[-0.1  0.1 -0.1],-15.496455,-5.337142,-5.384202,0.040130492,0.3702846,0.36676058
12,[ 8.5      22.200005 26.399998],[ 0.1  0.1 -0.1],-10.848674,-8.971607,-4.6128097,0.114033,0.17212683,0.4283736
13,[ 8.5      22.300005 26.299997],[ 0.1  0.1 -0.1],-6.038248,-7.9727836,-12.15304,0.32075745,0.21348503,0.08530371
14,[ 8.4      22.400005 26.199997],[-0.1  0.1 -0.1],-8.387991,-11.036246,-3.5304725,0.19527727,0.10939086,0.52963144
15,[ 8.5      22.500006 26.299997],[0.1 0.1 0.1],-8.8263035,-7.2141623,-14.2919235,0.1776367,0.25087145,0.05272558
16,[ 8.5      22.600006 26.299997],[0.1 0.1 0. ],-15.374877,-5.5156775,-6.1743674,0.041253738,0.35707086,0.31185555
17,[ 8.5      22.700006 26.199997],[ 0.   0.1 -0.1],-13.810426,-3.6552556,-8.48035,0.05878334,0.51702076,0.19142915
18,[ 8.5      22.800007 26.099997],[ 0.1  0.1 -0.1],-7.43261,-12.180535,-1.4780116,0.2395311,0.08478082,0.77529436
19,[ 8.5      22.900007 25.999996],[ 0.1  0.1 -0.1],-7.263461,-4.5022426,-4.7081733,0.24826999,0.43789908,0.42030132
20,[ 8.5      23.000008 25.999996],[0.1 0.1 0. ],-13.4530945,-11.137185,0.633111,0.063714676,0.10696862,1.1089865
21,[ 8.5      23.100008 25.899996],[ 0.   0.1 -0.1],-17.68497,-4.9030957,-1.0411191,0.024378302,0.40420893,0.83741295
22,[ 8.5      23.200008 25.799995],[ 0.1  0.1 -0.1],-7.6497235,-6.007398,-3.1177175,0.22872858,0.32280633,0.57316583
23,[ 8.5      23.300009 25.899996],[0.  0.1 0.1],-3.2424822,-10.893657,-7.677856,0.5597082,0.1129027,0.22736211
24,[ 8.5      23.40001  25.799995],[ 0.1  0.1 -0.1],-9.820678,-5.355132,-2.9257183,0.14302176,0.36893386,0.5943893
25,[ 8.5      23.50001  25.899996],[0.1 0.1 0.1],-26.472574,-11.217945,-2.4627156,0.003246644,0.10506783,0.6481799
26,[ 8.5      23.60001  25.799995],[ 0.1  0.1 -0.1],-8.432709,-14.083121,0.050785273,0.1934052,0.0552735,1.0084599
27,[ 8.5      23.70001  25.699995],[ 0.1  0.1 -0.1],-5.043332,-9.402436,-3.5613766,0.39296395,0.15672147,0.5264848
28,[ 8.5      23.80001  25.599995],[ 0.   0.1 -0.1],-8.409954,-20.700848,-0.16667618,0.19435574,0.012225038,0.9725812
29,[ 8.5      23.900011 25.499994],[ 0.1  0.1 -0.1],-27.380718,-8.486763,0.8339907,0.0026346028,0.19116467,1.1451628
30,[ 8.4      24.000011 25.499994],[-0.1  0.1  0. ],-20.07362,-3.0529053,-7.927583,0.014115164,0.58026016,0.21555966
31,[ 8.4      24.100012 25.499994],[0.  0.1 0. ],-7.1089983,-7.7155533,-7.0189366,0.25650442,0.22554299,0.26142022
32,[ 8.5      24.200012 25.399994],[ 0.1  0.1 -0.1],-7.370237,-5.31779,-5.22137,0.24272013,0.37174222,0.3790806
33,[ 8.5      24.300013 25.399994],[0.1 0.1 0. ],-13.871254,-14.683601,-0.188436,0.05798197,0.048253704,0.969041
34,[ 8.5      24.200012 25.399994],[ 0.  -0.1  0. ],-7.370237,-5.31779,-5.22137,0.24272013,0.37174222,0.3790806
35,[ 8.5      24.300013 25.499994],[0.1 0.1 0.1],-12.142452,-20.051973,-1.5586615,0.08550585,0.014185331,0.7642168
36,[ 8.5      24.400013 25.499994],[0.1 0.1 0. ],-11.785454,-7.8291616,-0.4689501,0.09260118,0.22014181,0.92421067
37,[ 8.5      24.500013 25.399994],[ 0.1  0.1 -0.1],-7.717188,-12.666625,-4.258058,0.22546443,0.07603561,0.45957923
38,[ 8.5      24.600014 25.299994],[ 0.1  0.1 -0.1],-9.330014,-9.817606,-2.6817722,0.15921663,0.14311817,0.62226546
39,[ 8.5      24.700014 25.199993],[ 0.1  0.1 -0.1],-8.466789,-9.486926,-3.948417,0.19198963,0.15385737,0.488375
40,[ 8.5      24.800014 25.099993],[ 0.1  0.1 -0.1],-5.1857595,-17.297676,-9.790748,0.38182268,0.026631333,0.14396296
41,[ 8.5      24.900015 25.      ],[ 0.1  0.1 -0.1],-7.764765,-8.623679,-5.680222,0.22318849,0.18559746,0.3452623
42,[ 8.5      25.000015 25.      ],[ 0.1  0.1 -0.1],-11.492747,-9.618911,-6.403052,0.09884106,0.14948231,0.29739785
43,[ 8.5      25.100016 25.      ],[0.1 0.1 0. ],-9.233753,-10.873976,-1.8676666,0.16259108,0.113395944,0.7228849
44,[ 8.5      25.200016 25.      ],[ 0.1  0.1 -0.1],-5.014868,-4.0248723,-9.010895,0.39522412,0.48112708,0.17066488
45,[ 8.5      25.300016 25.      ],[ 0.1  0.1 -0.1],-3.89503,-7.953682,-9.238367,0.49349025,0.21435943,0.1624279
46,[ 8.5      25.400017 25.      ],[ 0.1  0.1 -0.1],-13.270654,-3.8870766,-4.8802605,0.06638634,0.4942562,0.40606612
47,[ 8.5      25.500017 25.      ],[0.1 0.1 0. ],-13.069358,-6.8731008,-6.6149054,0.06946108,0.2695626,0.2845457
48,[ 8.4      25.600018 25.1     ],[-0.1  0.1  0.1],-12.633701,-9.375341,-0.2884937,0.07659919,0.15765055,0.9528779
49,[ 8.299999 25.700018 25.      ],[-0.1  0.1 -0.1],-7.1947026,-9.593777,-5.6813097,0.25190523,0.15030634,0.3451854
50,[ 8.299999 25.800018 25.      ],[ 0.   0.1 -0.1],-18.940882,-4.9899797,-14.103255,0.01829494,0.39720953,0.05502255
1,[ 8.5 21.1 26.9],[ 0.1  0.1 -0.1],-13.451769,-8.159248,-3.878722,0.063733764,0.20512103,0.4950618
2,[ 8.4 21.2 26.9],[-0.1  0.1  0. ],-12.431866,-7.5679297,-3.9740043,0.08014366,0.23274443,0.4859392
3,[ 8.5      21.300001 26.8     ],[ 0.1  0.1 -0.1],-9.733333,-9.608958,-3.185133,0.14578526,0.14980805,0.56586164
4,[ 8.4      21.400002 26.699999],[-0.1  0.1 -0.1],-8.970639,-7.7917523,-2.4081643,0.17216302,0.221907,0.6547647
5,[ 8.5      21.500002 26.699999],[0.1 0.1 0. ],-9.22986,-6.5668445,-4.294399,0.16272905,0.2874165,0.456296
6,[ 8.5      21.600002 26.599998],[ 0.1  0.1 -0.1],-15.843768,-7.608218,-2.5058994,0.037085406,0.23075826,0.64300466
7,[ 8.4      21.700003 26.499998],[-0.1  0.1 -0.1],-8.451946,-7.070092,-8.638509,0.19260496,0.25861764,0.18500362
8,[ 8.5      21.800003 26.499998],[0.1 0.1 0. ],-8.903299,-5.332509,-5.5557218,0.17469668,0.37063316,0.35416463
9,[ 8.5      21.900003 26.399998],[ 0.   0.1 -0.1],-7.04628,-5.3072906,-13.845648,0.2599188,0.37253523,0.058317967
10,[ 8.5      22.000004 26.299997],[ 0.1  0.1 -0.1],-11.087197,-3.152734,-14.694506,0.108161665,0.5693624,0.048134778
11,[ 8.5      22.100004 26.199997],[ 0.1  0.1 -0.1],-13.649057,-4.1340485,-11.699827,0.06096222,0.4709345,0.09438605
12,[ 8.5      22.200005 26.299997],[0.1 0.1 0.1],-10.098961,-7.687212,-3.8760672,0.1345457,0.22690941,0.49531808
13,[ 8.5      22.300005 26.199997],[ 0.1  0.1 -0.1],-10.608617,-7.4804807,-5.046043,0.12025069,0.23710957,0.39274925
14,[ 8.5      22.400005 26.199997],[0.1 0.1 0. ],-10.477128,-4.3358464,-4.635033,0.12379289,0.45257556,0.42648065
15,[ 8.5      22.500006 26.099997],[ 0.   0.1 -0.1],-7.966914,-13.999178,-2.6560233,0.21375333,0.056331433,0.62526804
16,[ 8.5      22.600006 25.999996],[ 0.1  0.1 -0.1],-11.379107,-3.978018,-6.25706,0.10137159,0.485558,0.3065564
17,[ 8.5      22.700006 25.899996],[ 0.1  0.1 -0.1],-14.723569,-6.578814,-2.1293914,0.04781903,0.28669903,0.6892421
18,[ 8.5      22.800007 25.999996],[0.1 0.1 0.1],-5.9368834,-13.370737,-5.6073704,0.3275332,0.06490752,0.3504473
19,[ 8.4      22.900007 25.899996],[-0.1  0.1 -0.1],-22.357748,-8.130202,-4.233008,0.008358689,0.20640348,0.46185413
20,[ 8.5      23.000008 25.799995],[ 0.1  0.1 -0.1],-10.8384,-6.843856,-5.750093,0.11429264,0.27122292,0.34035352
21,[ 8.5      23.100008 25.699995],[ 0.1  0.1 -0.1],-13.18137,-8.240325,-1.17613,0.06773337,0.20158029,0.8178348
22,[ 8.5      23.200008 25.599995],[ 0.   0.1 -0.1],-7.1403604,-5.279095,-4.166052,0.2548127,0.37467214,0.4679815
23,[ 8.5      23.300009 25.499994],[ 0.1  0.1 -0.1],-6.147663,-11.569508,-3.0119662,0.31358445,0.09716653,0.584778
24,[ 8.5      23.40001  25.399994],[ 0.1  0.1 -0.1],-15.101289,-5.991205,-0.52189237,0.04389572,0.32388628,0.9159182
25,[ 8.5      23.50001  25.299994],[ 0.1  0.1 -0.1],-12.319957,-8.344441,-2.7893236,0.08217715,0.19711678,0.60984874
26,[ 8.5      23.60001  25.199993],[ 0.1  0.1 -0.1],-7.0968065,-9.510919,-1.0756159,0.25716496,0.15305315,0.8323778
27,[ 8.5      23.70001  25.099993],[ 0.1  0.1 -0.1],-7.1249027,-10.094426,-0.666483,0.25564525,0.13467997,0.8935426
28,[ 8.5      23.80001  25.099993],[0.1 0.1 0. ],-11.512363,-8.068833,-2.417063,0.0984106,0.20913784,0.653687
29,[ 8.5      23.900011 25.      ],[ 0.   0.1 -0.1],-13.167212,-5.129223,-1.530864,0.06794947,0.3862118,0.7680212
30,[ 8.5      24.000011 25.      ],[ 0.1  0.1 -0.1],-4.456227,-7.363364,-6.076121,0.44191656,0.24307387,0.31825814
31,[ 8.5      24.100012 25.      ],[ 0.1  0.1 -0.1],-5.04066,-4.7825475,-6.50173,0.3931757,0.41409704,0.29134765
32,[ 8.5      24.200012 25.      ],[ 0.1  0.1 -0.1],-10.1887245,-5.09322,-2.3248146,0.13191535,0.3890297,0.66492766
33,[ 8.5      24.300013 25.      ],[0.1 0.1 0. ],-18.447084,-8.809807,-1.5562041,0.020482372,0.17827277,0.7645526
34,[ 8.4      24.400013 25.      ],[-0.1  0.1 -0.1],-20.760868,-7.103435,-1.0617143,0.012057908,0.25680572,0.8344041
35,[ 8.5      24.500013 25.1     ],[0.1 0.1 0.1],-7.0728593,-10.758092,-1.8219604,0.25846684,0.1163419,0.7288879
36,[ 8.5      24.600014 25.      ],[ 0.1  0.1 -0.1],-9.230864,-7.25034,-1.787873,0.16269358,0.24896005,0.73338985
37,[ 8.4      24.700014 25.      ],[-0.1  0.1 -0.1],-4.578932,-13.405107,-3.1832738,0.43127316,0.06440712,0.56606215
38,[ 8.299999 24.800014 25.      ],[-0.1  0.1 -0.1],-5.1701026,-9.688828,-6.2671256,0.3830338,0.14721285,0.30591702
39,[ 8.199999 24.900015 25.      ],[-0.1  0.1 -0.1],-4.295404,-7.908538,-6.6445923,0.4562054,0.21643932,0.2827853
40,[ 8.099998 25.000015 25.      ],[-0.1  0.1 -0.1],-8.30152,-9.6024,-5.3262553,0.19894555,0.15002303,0.37110394
41,[ 8.199999 25.100016 25.      ],[ 0.1  0.1 -0.1],-8.318081,-9.882654,-1.4860241,0.19823804,0.14109118,0.7741884
42,[ 8.299999 25.200016 25.      ],[ 0.1  0.1 -0.1],-7.1074095,-3.8912954,-7.5936084,0.25659052,0.4938498,0.23147668
43,[ 8.4      25.300016 25.      ],[0.1 0.1 0. ],-13.063567,-8.221164,0.29067197,0.06955155,0.20241189,1.0490873
44,[ 8.5      25.400017 25.      ],[ 0.1  0.1 -0.1],-13.270654,-3.8870766,-4.8802605,0.06638634,0.4942562,0.40606612
45,[ 8.5      25.500017 25.      ],[ 0.1  0.1 -0.1],-13.069358,-6.8731008,-6.6149054,0.06946108,0.2695626,0.2845457
46,[ 8.5      25.600018 25.      ],[ 0.   0.1 -0.1],-5.772465,-11.325459,-2.888005,0.33879486,0.102588005,0.59863186
47,[ 8.5      25.700018 25.      ],[ 0.1  0.1 -0.1],-2.839783,-5.3605,-13.843891,0.6040921,0.36853176,0.058341093
48,[ 8.4      25.800018 25.      ],[-0.1  0.1 -0.1],-6.767413,-8.1305485,-3.5139701,0.27560693,0.20638825,0.5313182
49,[ 8.5      25.900019 25.      ],[ 0.1  0.1 -0.1],-18.629604,-2.1693833,-5.766662,0.019645019,0.6842106,0.33919853
50,[ 8.5     26.00002 25.     ],[0.1 0.1 0. ],-9.193266,-9.061357,-8.589299,0.16403072,0.16880432,0.18698093
1,[ 8.4 21.1 26.9],[-0.1  0.1 -0.1],-17.926634,-4.951502,-6.7126203,0.023069374,0.40029627,0.2787886
2,[ 8.5 21.2 26.8],[ 0.1  0.1 -0.1],-15.633872,-9.861012,-5.480602,0.038897395,0.14176244,0.35963348
3,[ 8.4      21.300001 26.699999],[-0.1  0.1 -0.1],-6.8029394,-4.1745677,-12.234346,0.27356157,0.46719843,0.083766595
4,[ 8.5      21.400002 26.599998],[ 0.1  0.1 -0.1],-7.157622,-9.754307,-4.536059,0.25388584,0.14511712,0.43496665
5,[ 8.5      21.500002 26.599998],[0.1 0.1 0. ],-8.3293,-8.460901,-7.2045584,0.19776008,0.1922335,0.25138113
6,[ 8.5      21.600002 26.499998],[ 0.1  0.1 -0.1],-15.422112,-9.292929,-1.8196007,0.04081361,0.16050883,0.7291989
7,[ 8.5      21.700003 26.399998],[ 0.1  0.1 -0.1],-9.264709,-7.9442472,-6.075395,0.16149867,0.21479253,0.31830585
8,[ 8.5      21.800003 26.399998],[0.1 0.1 0. ],-7.956751,-7.7023892,-4.2659802,0.21421875,0.22617668,0.4588618
9,[ 8.4      21.900003 26.299997],[-0.1  0.1 -0.1],-9.815134,-7.036,-5.2329254,0.14319557,0.26048228,0.37819457
10,[ 8.5      22.000004 26.199997],[ 0.1  0.1 -0.1],-12.011703,-4.796794,-13.761199,0.088041075,0.41291773,0.05943986
11,[ 8.5      22.100004 26.299997],[0.1 0.1 0.1],-14.130647,-3.4459455,-12.402808,0.05468314,0.5383176,0.080666944
12,[ 8.5      22.200005 26.199997],[ 0.1  0.1 -0.1],-10.009363,-4.1851735,-7.287818,0.13722101,0.46622464,0.24699394
13,[ 8.5      22.300005 26.299997],[0.1 0.1 0.1],-6.038248,-7.9727836,-12.15304,0.32075745,0.21348503,0.08530371
14,[ 8.5      22.400005 26.199997],[ 0.1  0.1 -0.1],-10.477128,-4.3358464,-4.635033,0.12379289,0.45257556,0.42648065
15,[ 8.5      22.500006 26.099997],[ 0.1  0.1 -0.1],-7.966914,-13.999178,-2.6560233,0.21375333,0.056331433,0.62526804
16,[ 8.5      22.600006 25.999996],[ 0.1  0.1 -0.1],-11.379107,-3.978018,-6.25706,0.10137159,0.485558,0.3065564
17,[ 8.5      22.700006 25.899996],[ 0.1  0.1 -0.1],-14.723569,-6.578814,-2.1293914,0.04781903,0.28669903,0.6892421
18,[ 8.4      22.800007 25.999996],[-0.1  0.1  0.1],-6.6515946,-4.933984,-9.302133,0.28237158,0.40170842,0.16018718
19,[ 8.5      22.900007 25.899996],[ 0.1  0.1 -0.1],-7.424952,-5.160982,-4.014311,0.23992042,0.38374093,0.48212278
20,[ 8.5      23.000008 25.799995],[ 0.1  0.1 -0.1],-10.8384,-6.843856,-5.750093,0.11429264,0.27122292,0.34035352
21,[ 8.4      23.100008 25.699995],[-0.1  0.1 -0.1],-5.0046544,-8.219651,-5.8204865,0.39603794,0.20247765,0.33547065
22,[ 8.4      23.200008 25.699995],[0.  0.1 0. ],-7.3518972,-5.2362103,-8.570031,0.24366517,0.37794283,0.18776043
23,[ 8.5      23.300009 25.799995],[0.1 0.1 0.1],-5.3210444,-8.641945,-3.650046,0.3714967,0.18486626,0.5175423
24,[ 8.5      23.40001  25.699995],[ 0.1  0.1 -0.1],-10.481689,-2.603116,-5.897255,0.123668335,0.6314737,0.33021653
25,[ 8.5      23.50001  25.599995],[ 0.1  0.1 -0.1],-17.616034,-8.571431,-0.5144456,0.024764983,0.1877038,0.9170814
26,[ 8.5      23.60001  25.499994],[ 0.1  0.1 -0.1],-6.7321963,-4.161228,-4.7475367,0.2776481,0.46842566,0.41700774
27,[ 8.5      23.70001  25.399994],[ 0.1  0.1 -0.1],-5.9047146,-4.5289073,-4.2033257,0.32970998,0.43558544,0.46456194
28,[ 8.5      23.80001  25.299994],[ 0.1  0.1 -0.1],-10.8736925,-7.963295,-1.033141,0.11340294,0.21391897,0.83858055
29,[ 8.5      23.900011 25.399994],[0.  0.1 0.1],-25.87265,-6.251919,0.24205467,0.0037268617,0.30688357,1.0407646
30,[ 8.5      24.000011 25.299994],[ 0.1  0.1 -0.1],-7.997674,-13.793207,-0.12832539,0.21235049,0.059012175,0.97884315
31,[ 8.5      24.100012 25.199993],[ 0.   0.1 -0.1],-5.8445835,-8.029476,-2.1483507,0.3338135,0.21090911,0.6868531
32,[ 8.5      24.200012 25.099993],[ 0.1  0.1 -0.1],-9.917418,-8.824496,0.5649556,0.1400192,0.17770633,1.0968866
33,[ 8.5      24.300013 25.      ],[ 0.   0.1 -0.1],-18.447084,-8.809807,-1.5562041,0.020482372,0.17827277,0.7645526
34,[ 8.4      24.400013 25.      ],[-0.1  0.1 -0.1],-20.760868,-7.103435,-1.0617143,0.012057908,0.25680572,0.8344041
35,[ 8.299999 24.500013 25.1     ],[-0.1  0.1  0.1],-4.741461,-9.1679325,-18.41865,0.41751468,0.16493745,0.020615976
36,[ 8.4      24.600014 25.      ],[ 0.1  0.1 -0.1],-5.2407327,-15.200081,-1.0685263,0.37759686,0.042922948,0.83341074
37,[ 8.5      24.700014 25.1     ],[0.1 0.1 0.1],-9.433339,-8.531745,-3.438728,0.15566812,0.18931861,0.5390647
38,[ 8.5      24.800014 25.      ],[ 0.1  0.1 -0.1],-7.2703104,-12.178478,-4.6801867,0.24791056,0.084819905,0.42265666
39,[ 8.5      24.900015 25.1     ],[0.1 0.1 0.1],-7.938636,-8.273758,-5.899001,0.21505065,0.20013681,0.33009788
40,[ 8.5      25.000015 25.      ],[ 0.1  0.1 -0.1],-11.492747,-9.618911,-6.403052,0.09884106,0.14948231,0.29739785
41,[ 8.5      25.100016 25.      ],[ 0.1  0.1 -0.1],-9.233753,-10.873976,-1.8676666,0.16259108,0.113395944,0.7228849
